0.000000000000000000e+00,5.700877125495689768e+01,4.318564576337836769e+01,7.300684899377591819e+01,3.492849839314595783e+01,9.985990186255942547e+01,7.076722405181652675e+01,2.024845673131658685e+01,6.539113089708726534e+01,9.433981132056603158e+00
5.700877125495689768e+01,0.000000000000000000e+00,2.247220505424423109e+01,8.062257748298549132e+01,7.106335201775948462e+01,6.900724599634446577e+01,3.765634076752546378e+01,6.603029607687670932e+01,9.266067126888300720e+01,5.048762224545735222e+01
4.318564576337836769e+01,2.247220505424423109e+01,0.000000000000000000e+00,8.868483523128404045e+01,6.741661516273269683e+01,8.868483523128404045e+01,5.622277118748238678e+01,5.793962374748389976e+01,9.411163583744573202e+01,3.984971769034255118e+01
7.300684899377591819e+01,8.062257748298549132e+01,8.868483523128404045e+01,0.000000000000000000e+00,4.301162633521313694e+01,5.608921464952063474e+01,5.331041174104736058e+01,5.688585061331156822e+01,2.817800560721074277e+01,6.527633568147035703e+01
3.492849839314595783e+01,7.106335201775948462e+01,6.741661516273269683e+01,4.301162633521313694e+01,0.000000000000000000e+00,8.560373823613078059e+01,6.514598989960931874e+01,1.529705854077835525e+01,3.046309242345563462e+01,3.061045573002793319e+01
9.985990186255942547e+01,6.900724599634446577e+01,8.868483523128404045e+01,5.608921464952063474e+01,8.560373823613078059e+01,0.000000000000000000e+00,3.255764119219941222e+01,9.334880824091970908e+01,8.352245207128440541e+01,9.042676594902640375e+01
7.076722405181652675e+01,3.765634076752546378e+01,5.622277118748238678e+01,5.331041174104736058e+01,6.514598989960931874e+01,3.255764119219941222e+01,0.000000000000000000e+00,6.860029154456998413e+01,7.443117626371358142e+01,6.152235366108809700e+01
2.024845673131658685e+01,6.603029607687670932e+01,5.793962374748389976e+01,5.688585061331156822e+01,1.529705854077835525e+01,9.334880824091970908e+01,6.860029154456998413e+01,0.000000000000000000e+00,4.554119014694280310e+01,1.835755975068581947e+01
6.539113089708726534e+01,9.266067126888300720e+01,9.411163583744573202e+01,2.817800560721074277e+01,3.046309242345563462e+01,8.352245207128440541e+01,7.443117626371358142e+01,4.554119014694280310e+01,0.000000000000000000e+00,6.053924347066124056e+01
9.433981132056603158e+00,5.048762224545735222e+01,3.984971769034255118e+01,6.527633568147035703e+01,3.061045573002793319e+01,9.042676594902640375e+01,6.152235366108809700e+01,1.835755975068581947e+01,6.053924347066124056e+01,0.000000000000000000e+00
